Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,lat,lon
Smartwatch,eletronicos,248.02,10.7907579221,02/08/2021,Thiago Silva,SP,5,cartao_credito,7,-22.19,-48.79
Guarda roupas,moveis,688.44,36.9461357068,20/03/2023,Felipe Santos,RJ,1,cartao_credito,1,-22.25,-42.66
Bola de vôlei,esporte e lazer,73.99,10.3193592734,01/12/2021,Lucas Oliveira,SP,5,cartao_credito,2,-22.19,-48.79
Secadora de roupas,eletrodomesticos,1463.29,75.5002293993,17/01/2022,Bruno Rodrigues,MG,4,cartao_credito,10,-18.1,-44.38
Kit banquetas,moveis,440.02,21.0141803086,28/03/2021,Isabella Pereira,SP,2,cartao_credito,24,-22.19,-48.79
Fogão,eletrodomesticos,953.77,48.3698222412,01/11/2022,Juliana Costa,SP,3,cartao_credito,1,-22.19,-48.79
Headset,eletronicos,187.61,7.5741071598,02/06/2020,Bruno Rodrigues,RS,4,cartao_credito,9,-30.17,-53.5
Violão,instrumentos musicais,379.59,17.7964646064,09/02/2021,Bianca Santos,SC,5,cartao_credito,10,-27.45,-50.95
Blocos de montar,brinquedos,34.67,0.0,20/08/2020,Thiago Silva,SP,5,cartao_credito,9,-22.19,-48.79
Fone de ouvido,eletronicos,162.47,6.235477791,15/09/2022,Juliana Costa,RS,5,cartao_credito,1,-30.17,-53.5
Assistente virtual,eletronicos,199.98,8.2327724458,07/01/2020,Thiago Silva,SP,4,cupom,1,-22.19,-48.79
Dinossauro Rex,brinquedos,21.94,0.0,28/01/2021,Thiago Silva,SC,4,cartao_credito,5,-27.45,-50.95
Impressora,eletronicos,351.75,25.1092436592,05/09/2020,Thiago Silva,MG,5,boleto,1,-18.1,-44.38
Fone de ouvido,eletronicos,86.78,5.1518784559,27/02/2021,Bianca Santos,BA,2,cartao_credito,10,-13.29,-41.71
Iniciando em programação,livros,89.21,2.3346031867,04/07/2021,Beatriz Moraes,PR,5,cartao_credito,10,-24.89,-51.55
Mesa de centro,moveis,181.03,7.2237419551,29/07/2020,Bruno Rodrigues,SP,5,cartao_credito,3,-22.19,-48.79
Corda de pular,esporte e lazer,24.34,0.0,09/12/2020,Felipe Santos,RJ,3,boleto,1,-22.25,-42.66
Jogo de copos,utilidades domesticas,50.17,0.0,23/02/2022,Isabella Pereira,PR,5,cartao_credito,1,-24.89,-51.55
Geladeira,eletrodomesticos,2739.45,152.1094065151,25/02/2021,Bruno Rodrigues,SP,5,boleto,1,-22.19,-48.79
Mesa de jantar,moveis,211.82,12.9315721122,03/05/2020,Larissa Alves,MG,5,cartao_credito,3,-18.1,-44.38
Blocos de montar,brinquedos,39.89,2.8110346453,29/06/2021,João Souza,SP,1,cartao_credito,5,-22.19,-48.79
Jogo de tabuleiro,brinquedos,307.11,13.9371226555,02/05/2022,Beatriz Moraes,RJ,5,cartao_credito,1,-22.25,-42.66
Carrinho controle remoto,brinquedos,100.75,2.9490734697,04/04/2022,Mariana Ferreira,RJ,5,cartao_credito,2,-22.25,-42.66
Iniciando em programação,livros,44.09,2.6307857682,03/06/2020,Lucas Oliveira,SP,5,cartao_credito,9,-22.19,-48.79
Ciência de dados com python,livros,95.35,5.3602265574,03/01/2021,Thiago Silva,RJ,5,cartao_credito,10,-22.25,-42.66
Bateria,instrumentos musicais,868.4,47.1281026772,04/08/2022,Thiago Silva,SP,4,cartao_credito,2,-22.19,-48.79
TV Led UHD 4K,eletronicos,2936.56,153.9474247084,21/10/2022,Bruno Rodrigues,SP,5,cupom,1,-22.19,-48.79
Boneca bebê,brinquedos,60.07,0.0,06/07/2020,Rafael Costa,SP,4,cartao_credito,8,-22.19,-48.79
Tablet ABXY,eletronicos,1188.27,64.1602178791,08/02/2023,Camila Ribeiro,MG,4,cartao_credito,2,-18.1,-44.38
Celular ABXY,eletronicos,974.92,59.7096081559,18/11/2022,Felipe Santos,SP,1,cupom,1,-22.19,-48.79
Guarda roupas,moveis,646.85,32.0272555805,12/01/2020,Juliana Costa,SP,5,cartao_credito,2,-22.19,-48.79
Bola de vôlei,esporte e lazer,77.65,5.533744244,22/12/2020,Camila Ribeiro,GO,5,boleto,1,-15.98,-49.86
Dinossauro Rex,brinquedos,22.48,0.0,13/10/2020,Isabella Pereira,MG,5,boleto,1,-18.1,-44.38
Guitarra,instrumentos musicais,1134.18,60.9227774538,15/02/2023,Bruno Rodrigues,PR,5,cartao_credito,1,-24.89,-51.55
Celular Plus X42,eletronicos,2347.39,126.3905709498,03/07/2022,Rafael Costa,SP,5,cartao_credito,6,-22.19,-48.79
Smartwatch,eletronicos,246.08,10.6874587584,31/07/2021,Bruno Rodrigues,MG,2,boleto,1,-18.1,-44.38
Dinossauro Rex,brinquedos,23.11,1.7616425009,17/01/2023,Lucas Oliveira,MG,3,cartao_credito,3,-18.1,-44.38
Panela de pressão,utilidades domesticas,108.25,6.2950913654,10/10/2021,João Souza,MG,5,cartao_credito,8,-18.1,-44.38
Mesa de centro,moveis,226.4,9.6395579638,06/01/2023,Bruno Rodrigues,MG,4,cartao_credito,4,-18.1,-44.38
Bicicleta,esporte e lazer,606.86,29.8979083865,10/08/2021,Rafael Costa,BA,3,cartao_credito,5,-13.29,-41.71
Geladeira,eletrodomesticos,3093.52,162.3050725094,23/10/2020,Thiago Silva,SP,4,cartao_credito,1,-22.19,-48.79
Cômoda,moveis,426.75,20.3075927301,05/12/2020,Bruno Rodrigues,SP,5,boleto,1,-22.19,-48.79
Violão,instrumentos musicais,394.9,21.5535019709,18/04/2021,Bruno Rodrigues,RS,5,cupom,1,-30.17,-53.5
Dashboards com Power BI,livros,42.19,2.5352673877,16/06/2020,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
Smart TV,eletronicos,2263.49,126.9036473735,09/12/2020,Bianca Santos,SP,5,cartao_credito,2,-22.19,-48.79
Corda de pular,esporte e lazer,28.31,0.0,06/03/2022,Larissa Alves,RJ,5,cartao_credito,1,-22.25,-42.66
Sofá retrátil,moveis,801.14,42.9414207562,10/11/2021,Larissa Alves,PR,5,cartao_credito,10,-24.89,-51.55
Smart TV,eletronicos,2081.67,111.7310801713,05/07/2022,Mariana Ferreira,CE,5,cartao_credito,5,-5.2,-39.53
Secadora de roupas,eletrodomesticos,849.36,42.8103038486,02/06/2021,Juliana Costa,RJ,2,boleto,1,-22.25,-42.66
Celular Plus X42,eletronicos,3393.94,183.8809109811,04/10/2022,Bianca Santos,MG,3,cartao_credito,1,-18.1,-44.38
Carrinho controle remoto,brinquedos,116.87,3.8074149742,18/09/2022,Juliana Costa,SP,5,cartao_credito,2,-22.19,-48.79
Smartwatch,eletronicos,291.65,16.0605896242,03/02/2020,Bruno Rodrigues,SP,4,boleto,1,-22.19,-48.79
Geladeira,eletrodomesticos,3309.16,173.7872537772,01/07/2021,Mariana Ferreira,SC,1,cartao_credito,4,-27.45,-50.95
Corda de pular,esporte e lazer,11.1,5.0710803185,21/01/2022,Thiago Silva,SP,5,cartao_credito,4,-22.19,-48.79
Ciência de dados com python,livros,86.5,5.4942799481,23/08/2022,Camila Ribeiro,DF,1,cartao_credito,10,-15.83,-47.86
Pandeiro,instrumentos musicais,113.72,6.9436630593,26/04/2022,Isabella Pereira,DF,4,cartao_credito,10,-15.83,-47.86
Bicicleta,esporte e lazer,996.07,53.9261460943,04/02/2023,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
Kit banquetas,moveis,456.18,32.0882637353,28/04/2021,Mariana Ferreira,SP,2,cartao_credito,3,-22.19,-48.79
Jogo de copos,utilidades domesticas,41.15,0.0,11/11/2022,Felipe Santos,SP,5,cartao_credito,3,-22.19,-48.79
Iniciando em programação,livros,55.98,3.2695434018,11/10/2021,Beatriz Moraes,RJ,3,boleto,1,-22.25,-42.66
Cama box,moveis,840.73,45.6547584197,08/09/2020,Juliana Costa,BA,5,cupom,1,-13.29,-41.71
Mesa de jantar,moveis,441.18,24.0226122776,11/11/2021,Mariana Ferreira,MG,5,cartao_credito,3,-18.1,-44.38
Fogão,eletrodomesticos,1111.91,68.7868059601,01/07/2020,Isabella Pereira,MG,2,cartao_credito,1,-18.1,-44.38
Poltrona,moveis,393.59,24.1212997452,14/12/2022,João Souza,RO,1,cartao_credito,10,-10.83,-63.34
TV Led UHD 4K,eletronicos,3694.0,197.2254914819,11/04/2020,Juliana Costa,SP,4,cartao_credito,1,-22.19,-48.79
Sofá retrátil,moveis,976.96,52.5512854351,23/10/2021,Juliana Costa,SP,5,cupom,1,-22.19,-48.79
Modelagem preditiva,livros,108.98,6.3339616693,21/03/2023,Larissa Alves,SP,5,cartao_credito,5,-22.19,-48.79
Cadeira de escritório,moveis,512.15,24.8548858124,09/07/2022,Thiago Silva,BA,4,cartao_credito,1,-13.29,-41.71
Xadrez de madeira,brinquedos,39.67,0.0,30/05/2020,João Souza,SC,5,cartao_credito,3,-27.45,-50.95
Bola de vôlei,esporte e lazer,60.07,3.7296513103,10/03/2022,Lucas Oliveira,SP,5,boleto,1,-22.19,-48.79
Dashboards com Power BI,livros,55.51,3.4868450286,06/09/2022,Bruno Rodrigues,CE,5,cartao_credito,3,-5.2,-39.53
Sofá retrátil,moveis,822.01,41.3539986285,09/08/2021,Lucas Oliveira,SP,4,cartao_credito,1,-22.19,-48.79
Boneca bebê,brinquedos,64.07,6.5753510743,20/09/2021,Isabella Pereira,SP,1,cartao_credito,1,-22.19,-48.79
Cômoda,moveis,316.78,17.7559971729,31/05/2022,Thiago Silva,BA,1,cartao_credito,3,-13.29,-41.71
Micro-ondas,eletrodomesticos,1096.48,55.9687004119,18/03/2022,Rafael Costa,SP,3,cartao_credito,4,-22.19,-48.79
Mochila,esporte e lazer,136.31,7.7892019496,10/09/2022,Felipe Santos,SP,5,cartao_credito,4,-22.19,-48.79
Cama king,moveis,826.09,41.5712463542,22/01/2021,Juliana Costa,RS,5,cartao_credito,4,-30.17,-53.5
Sofá retrátil,moveis,833.46,45.2676527908,10/04/2022,Bianca Santos,SP,1,boleto,1,-22.19,-48.79
Cadeira de escritório,moveis,594.46,39.7308545176,14/08/2020,João Souza,SP,5,boleto,1,-22.19,-48.79
Lavadora de roupas,eletrodomesticos,1639.82,84.8999208258,20/06/2020,Rafael Costa,RJ,5,cupom,1,-22.25,-42.66
Pandeiro,instrumentos musicais,86.2,2.174329742,20/12/2021,Juliana Costa,GO,4,cartao_credito,6,-15.98,-49.86
Cama king,moveis,523.17,28.383493583,24/01/2021,Bianca Santos,MT,5,cartao_credito,3,-12.64,-55.42
Jogo de tabuleiro,brinquedos,254.17,24.0398903331,09/07/2021,Rafael Costa,SP,4,cartao_credito,3,-22.19,-48.79
Ciência de dados com python,livros,60.56,0.0,12/09/2020,Larissa Alves,SP,4,cartao_credito,3,-22.19,-48.79
Modelagem preditiva,livros,61.12,3.7855606515,02/04/2021,Isabella Pereira,BA,5,cartao_credito,10,-13.29,-41.71
Lavadora de roupas,eletrodomesticos,1601.54,85.8082914463,26/01/2022,Thiago Silva,SP,2,cartao_credito,1,-22.19,-48.79
Cama king,moveis,1152.77,58.9659735689,11/01/2020,Isabella Pereira,GO,5,cartao_credito,8,-15.98,-49.86
Mesa de centro,moveis,258.53,14.2970492625,04/05/2022,Beatriz Moraes,DF,4,cartao_credito,6,-15.83,-47.86
Lavadora de roupas,eletrodomesticos,1830.18,101.9316177915,24/12/2021,Bianca Santos,SP,4,boleto,1,-22.19,-48.79
Headset,eletronicos,115.92,3.7568303322,17/08/2022,Camila Ribeiro,RJ,5,cartao_credito,2,-22.25,-42.66
Cadeira de escritório,moveis,388.68,20.9791666024,25/07/2021,João Souza,SP,5,cartao_credito,5,-22.19,-48.79
Cama king,moveis,933.27,49.9769457558,02/06/2022,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
Impressora,eletronicos,347.58,19.0386938642,31/12/2021,Thiago Silva,SC,5,cartao_credito,6,-27.45,-50.95
Tablet ABXY,eletronicos,1615.94,86.5750481253,21/01/2020,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
Headset,eletronicos,110.52,3.4692965776,21/05/2021,Isabella Pereira,SP,5,cartao_credito,2,-22.19,-48.79
Poltrona,moveis,276.4,12.3019075436,26/07/2021,Beatriz Moraes,GO,5,cartao_credito,8,-15.98,-49.86
Impressora,eletronicos,393.41,30.0422853289,20/09/2020,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
Dashboards com Power BI,livros,46.07,0.0,06/02/2022,Larissa Alves,PE,5,cartao_credito,1,-8.38,-37.86
Cubo mágico 8x8,brinquedos,14.92,1.0832219268,16/08/2020,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
Boneca bebê,brinquedos,62.96,4.2408457659,26/09/2020,Lucas Oliveira,SP,5,cartao_credito,3,-22.19,-48.79
Cama box,moveis,904.1,45.7250441686,28/06/2021,Beatriz Moraes,SP,4,cartao_credito,5,-22.19,-48.79
Mesa de centro,moveis,243.25,13.4834352309,02/09/2020,Juliana Costa,RJ,5,cartao_credito,2,-22.25,-42.66
Bola de basquete,esporte e lazer,95.69,2.6796436922,16/04/2022,Bruno Rodrigues,SP,4,cartao_credito,1,-22.19,-48.79
Violão,instrumentos musicais,557.29,29.9571418554,11/12/2020,Beatriz Moraes,RS,2,boleto,1,-30.17,-53.5
Celular Plus X42,eletronicos,3324.84,177.7247396896,06/12/2021,Felipe Santos,SP,4,cartao_credito,1,-22.19,-48.79
Xadrez de madeira,brinquedos,40.47,2.686010275,17/05/2020,Beatriz Moraes,CE,1,cartao_credito,3,-5.2,-39.53
Headset,eletronicos,144.32,5.2690448936,15/11/2021,Isabella Pereira,SP,5,boleto,1,-22.19,-48.79
Panela de pressão,utilidades domesticas,80.96,1.895315506,12/03/2022,Beatriz Moraes,SP,5,cartao_credito,5,-22.19,-48.79
Lavadora de roupas,eletrodomesticos,1755.64,91.0669873925,21/08/2020,Thiago Silva,RJ,1,cartao_credito,10,-22.25,-42.66
Pandeiro,instrumentos musicais,49.9,0.0,20/06/2020,Camila Ribeiro,SP,5,cartao_credito,10,-22.19,-48.79
Iniciando em programação,livros,50.37,10.2376312525,17/02/2021,Felipe Santos,RJ,1,cupom,1,-22.25,-42.66
Tablet ABXY,eletronicos,2260.98,117.9748221258,13/05/2022,Felipe Santos,PB,4,boleto,1,-7.28,-36.72
Dashboards com Power BI,livros,50.59,12.5510584307,12/05/2022,Bianca Santos,SP,4,boleto,1,-22.19,-48.79
Guitarra,instrumentos musicais,955.36,48.4544849578,03/07/2020,João Souza,RJ,5,cupom,1,-22.25,-42.66
Assistente virtual,eletronicos,329.98,17.8535681957,04/09/2022,Lucas Oliveira,RJ,5,boleto,1,-22.25,-42.66
Ciência de dados com python,livros,51.35,3.2653375436,12/03/2020,João Souza,RJ,4,cartao_credito,10,-22.25,-42.66
Sofá retrátil,moveis,982.13,49.8799069229,18/10/2022,Bruno Rodrigues,SP,5,cartao_credito,3,-22.19,-48.79
Guarda roupas,moveis,647.58,37.6455031407,19/07/2021,Felipe Santos,PE,2,cartao_credito,8,-8.38,-37.86
Impressora,eletronicos,391.62,21.7410020239,17/03/2020,Beatriz Moraes,SP,5,cartao_credito,1,-22.19,-48.79
Bateria,instrumentos musicais,732.24,39.5206816516,21/05/2021,Felipe Santos,SP,5,boleto,1,-22.19,-48.79
Boneca bebê,brinquedos,71.49,1.3910664956,19/03/2021,João Souza,SP,1,cupom,1,-22.19,-48.79
Secadora de roupas,eletrodomesticos,1538.57,82.4553283855,17/03/2020,Mariana Ferreira,RJ,5,cupom,1,-22.25,-42.66
Fone de ouvido,eletronicos,173.87,6.8424934952,25/11/2021,João Souza,MG,5,cartao_credito,1,-18.1,-44.38
Ciência de dados com python,livros,81.61,7.5093033069,23/06/2022,Larissa Alves,DF,5,cartao_credito,1,-15.83,-47.86
TV Led UHD 4K,eletronicos,2104.6,112.5947230387,03/09/2020,Thiago Silva,SP,1,cupom,1,-22.19,-48.79
Jogo de copos,utilidades domesticas,54.45,0.0,26/11/2021,Rafael Costa,SP,4,cartao_credito,2,-22.19,-48.79
Geladeira,eletrodomesticos,2812.25,147.3282911831,09/10/2020,Thiago Silva,SP,2,cartao_credito,2,-22.19,-48.79
Dinossauro Rex,brinquedos,23.34,1.773889309,16/04/2021,Thiago Silva,ES,5,cartao_credito,3,-19.19,-40.34
Assistente virtual,eletronicos,395.6,21.5956144006,02/09/2022,Juliana Costa,SP,5,cartao_credito,2,-22.19,-48.79
Cômoda,moveis,351.01,16.2746655866,28/03/2021,Juliana Costa,SP,5,boleto,1,-22.19,-48.79
Tablet ABXY,eletronicos,1950.07,104.5223730528,17/09/2020,Lucas Oliveira,SP,4,cartao_credito,3,-22.19,-48.79
Tablet ABXY,eletronicos,1246.34,63.9482945725,23/08/2021,João Souza,PR,1,boleto,1,-24.89,-51.55
Smartwatch,eletronicos,214.15,8.9872823167,14/12/2021,João Souza,SP,3,boleto,1,-22.19,-48.79
Fogão,eletrodomesticos,983.34,58.7395110815,06/01/2021,Mariana Ferreira,RS,5,cartao_credito,8,-30.17,-53.5
Celular Plus X42,eletronicos,2324.76,124.0696020921,26/05/2022,João Souza,SP,5,cartao_credito,5,-22.19,-48.79
Jogo de copos,utilidades domesticas,59.59,9.4149236158,02/10/2021,Bruno Rodrigues,SP,5,cartao_credito,2,-22.19,-48.79
Lava louças,eletrodomesticos,1938.89,109.6196739013,14/03/2021,Felipe Santos,SP,5,cartao_credito,1,-22.19,-48.79
Cubo mágico 8x8,brinquedos,24.36,0.0,04/06/2020,Mariana Ferreira,DF,1,boleto,1,-15.83,-47.86
Jogo de copos,utilidades domesticas,31.36,0.0,11/09/2021,Beatriz Moraes,SP,4,cartao_credito,1,-22.19,-48.79
Copo térmico,esporte e lazer,73.46,4.4426285278,05/11/2022,Felipe Santos,SP,5,cupom,1,-22.19,-48.79
Boneca bebê,brinquedos,64.02,3.9351373915,08/06/2021,Thiago Silva,SP,1,boleto,1,-22.19,-48.79
Mesa de centro,moveis,197.88,8.1209537635,19/11/2020,Rafael Costa,MG,3,cartao_credito,1,-18.1,-44.38
Smartwatch,eletronicos,201.79,8.3291495006,06/01/2020,Isabella Pereira,SP,4,cartao_credito,4,-22.19,-48.79
Iniciando em programação,livros,59.43,0.0,05/06/2020,Felipe Santos,SP,5,cartao_credito,10,-22.19,-48.79
Secadora de roupas,eletrodomesticos,1395.25,78.7729037366,29/01/2023,Juliana Costa,SP,4,cartao_credito,1,-22.19,-48.79
Sofá retrátil,moveis,979.4,63.796131773,14/01/2022,Larissa Alves,MA,4,cartao_credito,2,-5.42,-45.44
Cama king,moveis,556.15,30.1444189014,19/02/2022,Bruno Rodrigues,SP,3,boleto,1,-22.19,-48.79
Tablet ABXY,eletronicos,1940.5,103.6145640048,05/02/2020,Felipe Santos,RJ,5,cartao_credito,3,-22.25,-42.66
Pandeiro,instrumentos musicais,69.7,3.994441223,05/07/2021,Mariana Ferreira,RS,5,cartao_credito,1,-30.17,-53.5
Mochila,esporte e lazer,136.76,7.9690707213,05/07/2021,João Souza,RJ,5,cartao_credito,1,-22.25,-42.66
Jogo de copos,utilidades domesticas,47.88,3.0805704828,24/09/2020,Larissa Alves,RJ,5,cartao_credito,1,-22.25,-42.66
Headset,eletronicos,81.83,5.0442134729,13/08/2022,Rafael Costa,RS,5,cartao_credito,1,-30.17,-53.5
Guarda roupas,moveis,653.27,35.3157667252,23/02/2020,Camila Ribeiro,RS,5,cartao_credito,2,-30.17,-53.5
Celular Plus X42,eletronicos,2491.61,135.834553054,11/01/2022,João Souza,RN,5,cartao_credito,3,-5.81,-36.59
Geladeira,eletrodomesticos,2894.33,154.3974910957,08/06/2020,Thiago Silva,RS,5,boleto,1,-30.17,-53.5
Guitarra,instrumentos musicais,1105.73,59.4079005429,21/07/2022,Felipe Santos,PE,1,boleto,1,-8.38,-37.86
Jogo de panelas,utilidades domesticas,295.68,13.3285095416,18/08/2020,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
Lava louças,eletrodomesticos,1540.18,82.298728329,23/05/2022,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
Mochila,esporte e lazer,141.47,19.1788801047,16/08/2021,Beatriz Moraes,SP,5,cartao_credito,4,-22.19,-48.79
Tablet ABXY,eletronicos,2060.13,107.2801638637,10/08/2022,Isabella Pereira,SP,4,cartao_credito,3,-22.19,-48.79
Celular ABXY,eletronicos,1721.22,89.2342259418,06/01/2021,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
Assistente virtual,eletronicos,225.28,9.5799213332,13/09/2020,Bruno Rodrigues,SP,2,cartao_credito,3,-22.19,-48.79
Mochila,esporte e lazer,112.46,3.5725957413,12/06/2020,Mariana Ferreira,SP,3,cartao_credito,2,-22.19,-48.79
Fone de ouvido,eletronicos,56.26,0.0,01/12/2022,Lucas Oliveira,SP,5,cartao_credito,2,-22.19,-48.79
Mesa de centro,moveis,297.34,13.4168995476,20/10/2020,Lucas Oliveira,BA,3,cartao_credito,1,-13.29,-41.71
Violão,instrumentos musicais,387.84,18.2357522871,14/10/2021,Mariana Ferreira,RN,5,cartao_credito,4,-5.81,-36.59
Poltrona,moveis,333.81,24.1539926299,15/03/2021,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
Lavadora de roupas,eletrodomesticos,1662.8,89.4275128013,03/07/2020,Isabella Pereira,SP,3,cartao_credito,1,-22.19,-48.79
Mesa de jantar,moveis,321.41,17.3972414777,25/03/2023,Bianca Santos,MG,4,cartao_credito,1,-18.1,-44.38
Celular Plus X42,eletronicos,2699.37,141.3177707717,07/01/2020,Mariana Ferreira,RS,2,boleto,1,-30.17,-53.5
Jogo de copos,utilidades domesticas,35.03,2.1483680243,28/12/2021,Bruno Rodrigues,MG,2,cartao_credito,2,-18.1,-44.38
Violão,instrumentos musicais,500.9,24.255857157,04/08/2021,Camila Ribeiro,PR,5,cupom,1,-24.89,-51.55
Geladeira,eletrodomesticos,2011.56,107.3926443242,17/10/2021,Rafael Costa,SP,4,cartao_credito,1,-22.19,-48.79
Violão,instrumentos musicais,522.66,35.6320822454,28/12/2022,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
Kit banquetas,moveis,426.89,23.2617127677,10/12/2021,Mariana Ferreira,SP,4,cartao_credito,4,-22.19,-48.79
Smartwatch,eletronicos,272.66,15.4067399036,04/09/2021,Lucas Oliveira,MG,1,cartao_credito,3,-18.1,-44.38
Bola de vôlei,esporte e lazer,65.83,9.7471848434,03/01/2020,Thiago Silva,SP,2,cartao_credito,10,-22.19,-48.79
Dashboards com Power BI,livros,46.61,8.7237776649,28/01/2021,Felipe Santos,RJ,4,cartao_credito,1,-22.25,-42.66
Xadrez de madeira,brinquedos,36.02,0.0,23/05/2021,João Souza,PR,5,cartao_credito,5,-24.89,-51.55
Dashboards com Power BI,livros,59.9,3.8765069472,17/01/2021,Lucas Oliveira,SP,5,cartao_credito,2,-22.19,-48.79
Impressora,eletronicos,462.42,25.510889029,13/10/2020,Isabella Pereira,RN,4,cartao_credito,6,-5.81,-36.59
Geladeira,eletrodomesticos,2815.41,147.4965516765,17/04/2021,Rafael Costa,RJ,5,boleto,1,-22.25,-42.66
Mesa de centro,moveis,210.92,12.1707032996,18/12/2022,Bianca Santos,SP,5,cartao_credito,5,-22.19,-48.79
Corda de pular,esporte e lazer,32.47,2.0177066293,14/07/2020,Isabella Pereira,SP,1,cartao_credito,2,-22.19,-48.79
Jogo de panelas,utilidades domesticas,190.27,7.7157441574,17/06/2021,Pedro Gomes,SC,3,cartao_credito,3,-27.45,-50.95
Headset,eletronicos,73.75,1.5114046966,17/01/2021,Thiago Silva,SP,4,boleto,1,-22.19,-48.79
Guitarra,instrumentos musicais,1215.95,62.3301184979,11/04/2022,Isabella Pereira,SP,1,cartao_credito,2,-22.19,-48.79
Mesa de centro,moveis,284.51,15.6804061042,02/06/2021,Pedro Gomes,PE,5,cartao_credito,1,-8.38,-37.86
Pandeiro,instrumentos musicais,123.5,4.1604425285,02/08/2022,Thiago Silva,AL,5,cartao_credito,8,-9.62,-36.82
Blocos de montar,brinquedos,39.27,0.0,01/08/2022,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
Dashboards com Power BI,livros,41.88,0.0,15/05/2020,Pedro Gomes,SP,5,cartao_credito,5,-22.19,-48.79
Iniciando em programação,livros,45.33,8.6556215157,21/01/2020,Lucas Oliveira,RJ,4,cartao_credito,4,-22.25,-42.66
Bola de vôlei,esporte e lazer,59.6,4.0619358741,18/04/2022,Camila Ribeiro,SP,5,cupom,1,-22.19,-48.79
Iniciando em programação,livros,43.78,2.6199301043,19/07/2020,Isabella Pereira,SC,5,boleto,1,-27.45,-50.95
Cubo mágico 8x8,brinquedos,20.91,0.0,28/07/2021,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
Blocos de montar,brinquedos,56.19,3.5230529829,11/05/2021,Bianca Santos,RJ,5,cartao_credito,4,-22.25,-42.66
Cômoda,moveis,349.09,18.8711182051,27/09/2020,João Souza,SP,5,boleto,1,-22.19,-48.79
Bicicleta,esporte e lazer,865.0,46.5897522559,08/07/2021,Larissa Alves,CE,5,cartao_credito,8,-5.2,-39.53
Modelagem preditiva,livros,70.49,1.337819504,01/02/2023,Isabella Pereira,PE,4,cupom,1,-8.38,-37.86
Jogo de tabuleiro,brinquedos,328.42,17.7705028888,25/08/2022,Camila Ribeiro,DF,3,cartao_credito,7,-15.83,-47.86
Copo térmico,esporte e lazer,80.56,1.8740167094,20/03/2023,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
Kit banquetas,moveis,311.07,14.1479807422,09/07/2021,Isabella Pereira,SP,5,cartao_credito,3,-22.19,-48.79
Jogo de panelas,utilidades domesticas,209.9,18.9785531537,05/08/2020,Juliana Costa,RS,4,cartao_credito,2,-30.17,-53.5
Violão,instrumentos musicais,461.28,25.2487844341,21/01/2020,Beatriz Moraes,SP,5,cartao_credito,3,-22.19,-48.79
Jogo de panelas,utilidades domesticas,191.48,11.0841491258,02/04/2021,Juliana Costa,MT,5,cartao_credito,10,-12.64,-55.42
Guarda roupas,moveis,621.74,34.0456323872,26/07/2020,Pedro Gomes,MG,1,boleto,1,-18.1,-44.38
Mesa de centro,moveis,297.79,19.0202379502,15/03/2022,Felipe Santos,SP,5,cupom,1,-22.19,-48.79
Micro-ondas,eletrodomesticos,657.4,32.5890113418,27/01/2023,Larissa Alves,SP,4,cartao_credito,2,-22.19,-48.79
Lava louças,eletrodomesticos,1839.56,95.5354749273,29/07/2020,Larissa Alves,SP,2,cartao_credito,4,-22.19,-48.79
Cadeira de escritório,moveis,586.51,31.5130189499,29/07/2021,Larissa Alves,SP,4,cartao_credito,8,-22.19,-48.79
Cubo mágico 8x8,brinquedos,13.95,0.0,12/10/2020,Lucas Oliveira,RJ,1,cartao_credito,1,-22.25,-42.66
Smartwatch,eletronicos,262.06,14.6409187683,27/01/2023,Juliana Costa,PB,1,cupom,1,-7.28,-36.72
Lavadora de roupas,eletrodomesticos,2057.05,107.1161631296,18/11/2020,Larissa Alves,MS,5,cartao_credito,10,-20.51,-54.54
Modelagem preditiva,livros,107.7,3.3191400613,12/02/2023,Camila Ribeiro,MG,2,cartao_credito,10,-18.1,-44.38
Lavadora de roupas,eletrodomesticos,1665.76,89.2278132466,05/08/2020,Lucas Oliveira,SP,5,boleto,1,-22.19,-48.79
Celular ABXY,eletronicos,909.54,46.0147078029,06/01/2020,Beatriz Moraes,SP,1,cartao_credito,1,-22.19,-48.79
Dashboards com Power BI,livros,39.63,8.4897926421,28/11/2021,Pedro Gomes,RJ,4,cupom,1,-22.25,-42.66
